"1"	0.302732	-4.013993	1.548197	3.29792	-3.104068	-0.448152	2.80275	-1.482928	1.910392	2.929136	7.417226893	4.931684122	3.557580643	7.126823345	3.147237
"2"	2.920707	-1.951624	-1.899549	-4.556374	1.489124	-4.587577	-2.354469	-4.416666	2.176994	4.494674	5.47901364	2.999612992	5.82270675	6.489057476	2.922073
"3"	-1.947687	-0.991396	-1.845157	1.663188	-1.871508	-1.62188	1.572252	-1.802543	1.529942	1.808896	2.656563309	0.635069535	3.612191858	4.464923151	1.948286
"4"	-3.692767	0.014219	-3.433555	0.015598	-3.760344	0.013107	-3.117043	-0.016095	-3.745195	0.013451	0.259215668	0.067586149	0.57652152	0.052433625	-3.810023
"5"	-3.03725	2.231497	3.110363	-1.986764	3.089479	-2.089221	2.783071	2.460203	2.943061	-2.358836	7.455660364	7.497026896	5.824812699	7.538917476	3.142848
"6"	2.873677	-4.362743	1.87076	4.451845	4.20949	-2.507393	-3.583285	4.076623	3.805279	-3.865109	8.871460089	2.286202089	10.62615908	1.056182695	-4.241457
"7"	1.885275	1.061163	1.840511	-1.60316	-0.820428	2.471885	-1.869385	1.35885	-1.094401	2.442469	2.664699019	3.051387436	3.766442521	3.284276987	1.892145
"8"	1.883443	0.968883	3.512239	-0.731736	-1.104537	-0.995524	-4.04144	0.426928	-3.915301	-0.542964	2.35479965	3.575880219	5.949617953	5.9925882	-4.155642
"9"	-0.968669	-1.29555	-0.952466	1.717744	0.931814	2.065464	0.830812	-2.969377	0.97977	0.675754	3.013337563	3.8611204	2.457606294	2.771724012	-0.98192
"10"	2.505336	0.103096	0.087402	-0.955266	-0.059037	-0.95766	1.311659	-0.683311	2.567032	0.033968	2.639419435	2.775105795	1.429440712	0.09265569	-2.583087
"11"	0.464572	1.472213	-0.385642	1.970008	0.464888	1.461217	0.44853	-1.736886	-0.402359	-1.940248	0.985222669	0.01100054	3.209139096	3.52086061	0.470089
"12"	3.000589	-2.474992	2.189161	-2.908989	2.814018	-2.694852	3.026307	2.424714	-1.563301	-2.944223	0.92020041	0.288352489	4.899773495	4.587948307	3.176277
"13"	-2.262806	2.333498	-2.496143	-1.866049	0.557745	3.275012	2.274694	-2.314881	2.654186	-1.28691	4.206024389	2.973542762	6.495870502	6.106076024	-2.740782
"14"	-2.571312	-2.45838	2.406877	2.862742	-2.241064	3.12753	-2.767398	-1.138902	2.639561	-2.204757	7.286748593	5.595663881	1.333968482	5.217041503	-2.782533
"15"	-0.168328	2.497262	0.159269	2.549014	0.195027	-2.174819	0.197325	2.120873	-0.045161	-2.68387	0.33165956	4.686189041	0.524757845	5.18259577	0.211358
"16"	-2.5962	-1.501608	2.848589	1.477384	1.89747	1.530793	-1.990042	1.528866	-3.719446	1.178454	6.206457975	5.421118509	3.090501607	2.905927374	-3.932381
"17"	2.862536	0.313993	0.651002	-0.756339	3.052125	-0.048023	-2.272658	0.554803	-2.960281	-0.230749	2.456927598	0.408655813	5.140837176	5.848242613	3.054894
"18"	3.157408	-2.138403	-2.649118	-3.048421	-2.872093	-2.912539	1.348653	3.174694	-2.669071	3.0401	5.877403929	6.078994066	5.612539032	7.795174845	3.181486
"19"	4.040544	0.841293	-3.44956	0.952992	3.541167	0.943154	4.22451	-0.749309	4.013703	-0.85041	7.49093683	0.509659741	1.601205237	1.69191592	-4.395288
"20"	3.825662	1.733131	-3.381235	-1.984586	-0.924318	-2.372285	-3.841237	1.721489	-0.417052	-2.378029	8.109302317	6.27827608	7.666907839	5.907813354	-4.47323
"21"	3.992089	-0.592786	-4.626406	-0.464737	-4.490027	-0.534355	4.379832	0.557721	2.102559	-0.611941	8.619446189	8.482317255	1.214088543	1.889627089	-4.673992
"22"	-1.070855	0.470791	0.778259	0.726193	-1.084596	-0.443981	0.469404	0.808036	-0.095481	-0.829651	1.866668896	0.914875198	1.576747278	1.625578	-1.153809
"23"	-0.718614	0.530299	-0.590848	-1.163957	-0.739371	-0.285201	0.444636	1.518007	0.554886	-1.270811	1.699066669	0.815764122	1.526013649	2.205855726	-0.747407
"24"	-2.078717	3.62062	-2.17273	-2.448473	-1.787285	4.361026	-1.480803	4.583535	-2.002777	3.938129	6.069821108	0.795696962	1.133448918	0.326464161	2.183589
"25"	-0.821784	4.153065	-1.275449	2.533406	0.828925	-4.141726	0.789686	4.201278	-1.371455	-0.917921	1.681995008	8.457446301	1.612191073	5.100689877	1.377091
